,rank,title,icon,↓Total ratings,Installs,Average rating,Growth (30 days),Growth (60 days),Price,app_id,category
0,1.0,Toca Kitchen 2,,"1,401,897",100.0 M,4.15,1.1%,2.3%,Free,com.tocaboca.tocakitchen2,GAME_EDUCATIONAL
1,2.0,Cooking Mama: Let's cook!,,"708,930",50.0 M,4.34,0.7%,1.3%,Free,jp.co.ofcr.cm00,GAME_EDUCATIONAL
2,3.0,知識王,,"571,134",1.0 M,4.3,0.0%,0.0%,Free,com.braveknight.quiz01,GAME_EDUCATIONAL
3,4.0,Toca Life World: Build stories & create your world,,"536,165",10.0 M,4.35,27.1%,60.7%,Free,com.tocaboca.tocalifeworld,GAME_EDUCATIONAL
4,5.0,Animal Jam,,"498,508",10.0 M,4.16,0.6%,1.1%,Free,com.WildWorks.AnimalJamPlayWild,GAME_EDUCATIONAL
5,6.0,Mandala Coloring Pages,,"320,071",50.0 M,4.21,0.6%,1.1%,Free,com.color.mandala,GAME_EDUCATIONAL
6,7.0,My Town: Home Dollhouse: Kids Play Life house game,,"307,991",10.0 M,4.15,2.9%,5.8%,Free,mytown.home,GAME_EDUCATIONAL
7,8.0,Baby Panda's Supermarket,,"239,797",50.0 M,4.24,2.4%,5.1%,Free,com.sinyee.babybus.shopping,GAME_EDUCATIONAL
8,9.0,Princess Salon,,"234,027",10.0 M,3.95,0.5%,1.4%,Free,com.libiitech.princesssalon,GAME_EDUCATIONAL
9,10.0,LEGO® DUPLO® Train,,"185,459",10.0 M,4.24,0.0%,0.0%,Free,com.lego.duplo.trains,GAME_EDUCATIONAL
10,11.0,Pepi House,,"173,591",10.0 M,3.91,1.9%,3.8%,Free,com.pepiplay.pepihome,GAME_EDUCATIONAL
11,12.0,Masha and the Bear. Educational Games,,"169,972",50.0 M,4.11,2.6%,5.3%,Free,com.edujoy.masha.games,GAME_EDUCATIONAL
12,13.0,Pepi Super Stores,,"151,812",10.0 M,3.96,2.5%,4.8%,Free,com.PepiPlay.PepiShopping,GAME_EDUCATIONAL
13,14.0,超級單字王 - 英檢、多益、托福 輕鬆學,,"148,498",500.0 k,4.91,1.1%,2.2%,Free,com.chaos.engapp,GAME_EDUCATIONAL
14,15.0,Baby Panda Care,,"146,249",10.0 M,4.17,1.4%,2.8%,Free,com.sinyee.babybus.care,GAME_EDUCATIONAL
15,16.0,Pepi Wonder World,,"144,245",10.0 M,4.16,6.6%,13.7%,Free,com.PepiPlay.KingsCastle,GAME_EDUCATIONAL
16,17.0,Little Panda's Restaurant,,"141,111",10.0 M,4.3,2.4%,5.0%,Free,com.sinyee.babybus.restaurant,GAME_EDUCATIONAL
17,18.0,"Math Games, Learn Add, Subtract, Multiply & Divide",,"136,301",10.0 M,4.41,6.2%,13.4%,Free,com.GamesForKids.Mathgames.MultiplicationTables,GAME_EDUCATIONAL
18,19.0,Meow Meow Star Acres,,"134,364",1.0 M,4.5,0.1%,0.2%,Free,jp.colopl.nyankous,GAME_EDUCATIONAL
19,20.0,Baby Panda’s Ice Cream Shop,,"119,723",10.0 M,4.3,2.5%,5.3%,Free,com.sinyee.babybus.drinks,GAME_EDUCATIONAL
